favourites_count,followers_count,statuses_count,friends_count,default_profile,default_profile_image,profile_use_background_image,utc_offset,listed_count,geo_enabled,lang,isFake
1764,289,5301,1368,,,,19800.0,10,1.0,en,0.0
474,828,36166,289,,,,3600.0,57,1.0,en,0.0
8329,7842,10839,7836,,,1.0,43200.0,34,1.0,en,0.0
1185,121,8648,110,,,,,0,,en,0.0
0,8,19,218,1.0,,1.0,,0,,en,1.0
1,11,20,187,1.0,,1.0,,0,,en,1.0
559,536,1286,988,,,1.0,,11,1.0,en,0.0
9,24,210,456,1.0,,1.0,,0,,en,1.0
0,16,44,485,1.0,,1.0,,0,,en,1.0
12,93,826,81,1.0,,1.0,,0,1.0,en,0.0
0,4,2,448,1.0,,1.0,,0,,en,1.0
23,540,1826,1549,,,1.0,,8,1.0,en,0.0
70,932,4273,589,,,1.0,-10800.0,1,1.0,tr,1.0
0,16,21,170,1.0,,1.0,,0,,en,1.0
6072,102,11567,123,,,1.0,-14400.0,0,,en,0.0
5231,716,32547,610,,,1.0,-25200.0,1,1.0,en,0.0
0,19,83,699,1.0,,1.0,,0,,en,1.0
29,174,3427,47,,,1.0,-18000.0,5,,es,0.0
0,31,63,507,1.0,,1.0,,0,,en,1.0
0,16,22,222,1.0,,1.0,,0,,en,1.0
0,8,25,258,1.0,,1.0,,0,,en,1.0
0,1,2,600,1.0,,1.0,,0,,en,1.0
1453,767,2855,175,,,1.0,-25200.0,9,,en,0.0
14472,269,10126,183,,,,-18000.0,30,,en,0.0
0,8,0,547,1.0,,1.0,-18000.0,0,,es,1.0
3175,190,3416,285,1.0,,1.0,,1,,en,0.0
0,13,25,256,1.0,,1.0,,0,,en,1.0
4019,480,14690,442,1.0,,1.0,-25200.0,0,1.0,en,0.0
689,1068,28275,1883,,,1.0,-18000.0,29,1.0,en,0.0
158,127,6176,166,,,1.0,7200.0,3,,es,0.0
0,9,20,211,1.0,,1.0,,0,,en,1.0
0,8,15,234,1.0,,1.0,,0,,en,1.0
0,13,18,193,1.0,,1.0,,0,,en,1.0
0,6,1,549,1.0,,1.0,,0,,es,1.0
10222,699,42332,473,,,1.0,28800.0,0,,en,0.0
2609,372,39940,289,,,1.0,28800.0,3,1.0,en,0.0
0,11,20,207,1.0,,1.0,,0,,en,1.0
1403,310,50738,409,,,,,7,1.0,en,0.0
65,77,1473,111,,,1.0,-18000.0,1,,en,0.0
53960,1003,69057,760,,,1.0,-25200.0,33,1.0,en,0.0
0,3,0,418,1.0,,1.0,,0,,es,1.0
8089,285,13825,100,1.0,,1.0,-10800.0,1,,en,0.0
7690,3261,17384,68,,,,-10800.0,21,1.0,en,0.0
0,11,16,216,1.0,,1.0,,0,,en,1.0
1,8,76,481,1.0,,1.0,,0,,es,1.0
0,10,16,210,1.0,,1.0,,0,,en,1.0
0,10,16,217,1.0,,1.0,,0,,en,1.0
0,6,0,569,1.0,,1.0,-14400.0,0,,es,1.0
0,20,61,537,1.0,,1.0,,0,,en,1.0
342,57,5561,185,,,1.0,-10800.0,1,1.0,en,0.0
4642,933,24475,1972,,,1.0,19800.0,40,1.0,en,0.0
0,6,15,208,1.0,,1.0,,0,,en,1.0
0,7,20,212,1.0,,1.0,,0,,en,1.0
49956,543,105025,327,,,1.0,-25200.0,1,1.0,en,0.0
4380,1373,24570,495,,,1.0,28800.0,2,,en,0.0
118,128,2630,60,,,1.0,14400.0,0,,en,0.0
0,10,22,199,1.0,,1.0,,0,,en,1.0
9,61,4628,42,,,1.0,19800.0,5,1.0,en,0.0
24541,358,22011,198,1.0,,1.0,,7,1.0,en,0.0
0,3,20,229,1.0,,1.0,,0,,en,1.0
1045,15617,2328,582,,,1.0,7200.0,214,,es,0.0
26616,2629,72773,319,,,1.0,10800.0,40,1.0,en,0.0
132,1086,1041,256,,,1.0,-14400.0,4,1.0,en,0.0
0,3,13,147,,,1.0,,0,,es,1.0
823,139,1765,300,1.0,,1.0,,0,,en,0.0
7720,252,7824,712,1.0,,1.0,,1,1.0,en,0.0
135,10,37,35,1.0,,1.0,,0,,en,0.0
0,17,33,326,1.0,,1.0,,0,,en,1.0
793,62,1372,467,,,,,0,1.0,en,0.0
265,1201,24586,1679,1.0,,1.0,36000.0,24,1.0,en,0.0
562,271,3530,253,,,1.0,-25200.0,2,,en,0.0
0,13,0,586,1.0,,1.0,,0,,en,1.0
0,11,24,228,1.0,,1.0,,0,,en,1.0
0,23,59,543,1.0,,1.0,,0,,en,1.0
162,5819,15148,5899,,,1.0,-25200.0,190,,en,0.0
0,7,21,211,1.0,,1.0,,0,,en,1.0
4624,245,2895,95,,,,-25200.0,0,,en,0.0
0,20,25,313,1.0,,1.0,,0,,en,1.0
0,3,3,593,1.0,,1.0,,0,,es,1.0
18043,219,17269,332,,,1.0,-10800.0,5,1.0,en,0.0
0,18,28,606,,,1.0,-21600.0,0,,es,1.0
43,55,894,65,,,1.0,,1,,en-gb,0.0
147,1297,123707,518,,,1.0,43200.0,57,,en,0.0
7,45,93,442,1.0,,1.0,,0,,tr,1.0
2,9,19,215,1.0,,1.0,,0,,en,1.0
9557,1013,17732,693,,,1.0,,1,1.0,en,0.0
0,27,115,962,1.0,,1.0,,0,,en,1.0
223,28,1197,98,1.0,,1.0,,0,,en,0.0
1,13,1,466,1.0,,1.0,,0,,en,1.0
0,19,52,735,1.0,,1.0,,0,,en,1.0
0,22,45,509,1.0,,1.0,,0,,en,1.0
765,248,33128,348,,,1.0,32400.0,5,1.0,ko,1.0
18265,642,8213,675,,,1.0,-10800.0,5,1.0,en,0.0
4307,372,2875,279,1.0,,1.0,,0,1.0,en,0.0
37,17,261,13,1.0,,1.0,19800.0,0,,en,0.0
2364,224,5445,102,1.0,,1.0,,8,1.0,en-gb,0.0
60,109,451,91,1.0,,1.0,,2,1.0,en-gb,0.0
0,12,33,302,1.0,,1.0,,0,,en,1.0
0,17,30,355,1.0,,1.0,,0,,en,1.0
3731,236,5901,298,,,1.0,-25200.0,2,1.0,en,0.0
57,79,1287,219,,,1.0,28800.0,0,1.0,en,0.0
1,29,16,181,,,1.0,-32400.0,0,,en,1.0
0,18,36,373,1.0,,1.0,,0,,en,1.0
4704,731,19286,426,,,1.0,-14400.0,0,1.0,en,0.0
0,15,25,289,1.0,,1.0,,0,,en,1.0
3697,423,3956,524,,,1.0,,0,1.0,en,0.0
0,17,26,300,1.0,,1.0,,0,,en,1.0
0,13,22,263,1.0,,1.0,,0,,en,1.0
0,14,1,617,1.0,,1.0,-18000.0,1,,es,1.0
28547,478,12502,353,1.0,,1.0,,0,1.0,en,0.0
7561,628,25574,364,,,1.0,-18000.0,0,1.0,en,0.0
1064,100,1521,103,,,1.0,,3,1.0,en,0.0
0,12,31,290,1.0,,1.0,,0,,en,1.0
9428,2162,44839,792,,,,-18000.0,93,1.0,en,0.0
0,4,4,36,1.0,,1.0,,0,,en,1.0
336,151,558,434,1.0,,1.0,-14400.0,0,,en,0.0
219,64,296,119,,,,,0,1.0,en,0.0
3744,452,4772,389,1.0,,1.0,,1,1.0,en,0.0
9795,293,8154,254,,,1.0,-25200.0,2,1.0,en,0.0
8860,938,19081,524,,,1.0,36000.0,6,1.0,en,0.0
1756,289,7679,320,1.0,,1.0,-25200.0,1,1.0,en,0.0
16435,2313,34430,77,,,1.0,7200.0,48,1.0,es,0.0
954,152,3602,92,,,1.0,7200.0,7,1.0,en,0.0
53,1112,23704,1549,,,1.0,-25200.0,25,,en,0.0
4,756,275,1885,,,,,9,,en,0.0
0,15,15,207,1.0,,1.0,,0,,en,1.0
8468,166,2440,118,1.0,,1.0,,0,1.0,en,0.0
0,2,2,554,1.0,,1.0,,0,,en,1.0
3171,76,5405,103,,,1.0,7200.0,3,1.0,en,0.0
10,19,151,118,1.0,,1.0,,1,1.0,en,0.0
337,241,5171,193,,,1.0,-25200.0,5,1.0,en,0.0
429,1375,9596,1079,,,1.0,7200.0,98,1.0,en,0.0
0,16,44,385,1.0,,1.0,,0,,en,1.0
0,7,15,593,,,1.0,,0,,es,1.0
0,7,9,28,,,1.0,,0,,en,0.0
2,9,23,181,1.0,,1.0,,0,,en,1.0
1808,72,1992,142,,,1.0,-25200.0,0,,en,0.0
814,546,39113,266,,,1.0,-25200.0,7,1.0,en,0.0
2905,359,24064,248,1.0,,1.0,-25200.0,0,,en,0.0
21788,740,69272,626,1.0,,1.0,,23,,en,0.0
0,22,33,319,1.0,,1.0,,0,,en,1.0
0,9,15,222,1.0,,1.0,,0,,en,1.0
914,765,5024,961,1.0,,1.0,-25200.0,1,,en,0.0
0,17,23,287,1.0,,1.0,,0,,en,1.0
97,86,190,224,,,,,1,,es,0.0
14,2,37,581,1.0,,1.0,,0,,ru,1.0
1262,73,1333,1998,,,1.0,19800.0,1,1.0,en,1.0
675,212,1300,524,1.0,,1.0,,0,1.0,en,0.0
2085,86,1649,210,1.0,,1.0,,4,,en,0.0
0,10,12,213,1.0,,1.0,,0,,en,1.0
432,495,25279,628,,,1.0,43200.0,16,1.0,en,0.0
0,12,19,217,1.0,,1.0,,0,,en,1.0
12535,562,8209,217,,,1.0,,1,,en,0.0
0,17,21,217,1.0,,1.0,,0,,en,1.0
0,3,0,564,1.0,,1.0,,0,,es,1.0
3,49,381,189,1.0,,1.0,-18000.0,1,,en,0.0
1893,312,4287,628,,,1.0,-18000.0,2,1.0,en,0.0
0,17,29,283,1.0,,1.0,,0,,en,1.0
1887,249,2997,740,,,1.0,-14400.0,6,1.0,en,0.0
0,10,17,187,1.0,,1.0,,0,,en,1.0
2352,347,4073,185,,,1.0,-25200.0,0,1.0,en,0.0
880,307,10155,395,,,1.0,,1,1.0,en,0.0
1977,200,2338,509,,,1.0,7200.0,6,1.0,es,0.0
0,658,48108,941,,,1.0,-25200.0,3,,en,0.0
0,15,18,236,1.0,,1.0,,0,,en,1.0
4641,436,8594,320,,,1.0,-21600.0,0,,en,0.0
11,4,257,591,1.0,,1.0,28800.0,0,1.0,en,1.0
0,5,15,186,1.0,,1.0,,0,,en,1.0
5629,372,2314,508,1.0,,1.0,-25200.0,0,,en,0.0
0,0,3,32,1.0,,1.0,,0,,en,1.0
0,23,45,204,1.0,,1.0,,0,,en,1.0
0,13,20,193,1.0,,1.0,,0,,en,1.0
3282,230,4685,209,1.0,,1.0,7200.0,7,,en,0.0
5458,527,3557,389,1.0,,1.0,-25200.0,0,,en,0.0
0,7,20,227,1.0,,1.0,,0,,en,1.0
39633,10273,62597,98,,,1.0,28800.0,77,1.0,en,0.0
328,13,285,101,1.0,,1.0,-14400.0,0,,en,0.0
0,17,26,215,1.0,,1.0,,0,,en,1.0
1066,171,1471,212,,,1.0,3600.0,1,1.0,en,0.0
0,2,1,21,1.0,,1.0,,0,,en,1.0
0,7,28,205,1.0,,1.0,,0,,en,1.0
1003,97,4121,172,,,1.0,43200.0,2,,en,0.0
0,0,2,15,1.0,,1.0,,0,,en,1.0
0,18,30,264,1.0,,1.0,,0,,en,1.0
0,25,25,250,1.0,,1.0,,0,,en,1.0
0,18,42,381,1.0,,1.0,,0,,en,1.0
5,21,82,79,1.0,,1.0,,0,,en,0.0
6,70,484,456,,,1.0,19800.0,4,1.0,en,0.0
2284,191,6876,267,,,1.0,,1,1.0,en,0.0
0,21,26,259,1.0,,1.0,,0,,en,1.0
3,19,28,463,1.0,,1.0,,0,,en,1.0
13755,549,15793,307,,,1.0,-18000.0,2,,en,0.0
0,6,16,199,1.0,,1.0,,0,,en,1.0
98,113,813,252,,,1.0,-25200.0,16,1.0,en,0.0
0,15,30,264,1.0,,1.0,,0,,en,1.0
0,7,0,589,,,1.0,,0,,es,1.0
12734,864,23381,1122,,,,3600.0,14,,en,0.0
8486,398,20225,301,,,1.0,-25200.0,21,,en,0.0
9745,680,48369,611,,,1.0,-18000.0,5,1.0,en,0.0
0,3,5,416,,,1.0,25200.0,0,1.0,en,1.0
2,12,21,231,1.0,,1.0,,0,,en,1.0
445,553,6227,754,,,1.0,-25200.0,1,,en,0.0
861,89,1428,66,1.0,,1.0,,0,1.0,en,0.0
1962,2474,26577,224,,,1.0,-14400.0,77,,en,0.0
2189,609,3201,1493,1.0,,1.0,-10800.0,11,1.0,en,0.0
469,161,50655,236,,,1.0,32400.0,8,,ja,0.0
0,33,43,651,1.0,,1.0,,0,,en,1.0
0,15,50,372,1.0,,1.0,,0,,en,1.0
12514,2042,19263,508,,,,7200.0,11,1.0,es,0.0
66,37,215,112,,,1.0,-25200.0,1,,en,0.0
7145,1025,27816,873,,,1.0,28800.0,3,1.0,en,0.0
0,6,21,205,1.0,,1.0,,0,,en,1.0
0,15,22,250,1.0,,1.0,,0,,en,1.0
0,32,111,954,1.0,,1.0,,0,,en,1.0
2687,249,2758,196,1.0,,1.0,-25200.0,0,1.0,en,0.0
0,13,24,213,1.0,,1.0,,0,,en,1.0
0,9,23,236,1.0,,1.0,,0,,en,1.0
0,8,22,218,1.0,,1.0,,0,,en,1.0
15353,481,185456,188,,,1.0,7200.0,23,,en,0.0
2570,490,13595,140,,,1.0,-18000.0,0,1.0,en,0.0
438,401,9735,165,,,1.0,,6,1.0,en,0.0
2446,463,8513,433,,,1.0,28800.0,0,1.0,en,0.0
52,887,2831,1598,,,1.0,-18000.0,5,1.0,en,0.0
0,8,19,226,1.0,,1.0,,0,,en,1.0
7,39,304,491,1.0,,1.0,-10800.0,1,,es,1.0
3765,57179,39610,762,,,1.0,,291,,en,0.0
5,66,3940,352,,,1.0,-10800.0,2,1.0,fr,1.0
2140,2068,22530,1420,,,1.0,14400.0,29,,en,0.0
5849,2594,51304,473,,,1.0,-25200.0,43,1.0,en,0.0
73,104,3396,386,,,1.0,-18000.0,3,1.0,en,0.0
1678,641,5210,426,,,1.0,-18000.0,1,1.0,en,0.0
131,17,21,26,1.0,,1.0,,0,,en,0.0
0,8,17,225,1.0,,1.0,,0,,en,1.0
3503,237,6962,100,,,1.0,-18000.0,1,1.0,en,0.0
361,1884,11644,337,,,,-18000.0,41,1.0,es,0.0
0,9,16,216,1.0,,1.0,,0,,en,1.0
0,27,64,557,1.0,,1.0,,0,,en,1.0
0,27,24,613,,,1.0,-10800.0,1,1.0,pt,1.0
7,164,603,1153,,,1.0,0.0,0,1.0,en,1.0
6761,1439,36430,1591,,,1.0,,91,1.0,en,0.0
1529,200,141,659,,,1.0,-25200.0,4,1.0,en,0.0
24,301,1362,500,1.0,,1.0,,4,,en,0.0
0,7,20,191,1.0,,1.0,,0,,en,1.0
485,128,5991,115,,,1.0,,0,1.0,en,0.0
0,7,1,942,1.0,,1.0,,0,,en,1.0
0,24,38,404,1.0,,1.0,,0,,en,1.0
1846,39,633,71,,,1.0,-25200.0,2,,en,0.0
0,6,18,218,1.0,,1.0,,0,,en,1.0
0,0,1,18,1.0,,1.0,,0,,en,1.0
0,3,1,420,1.0,,1.0,,0,,en,1.0
0,4,16,184,1.0,,1.0,,0,,en,1.0
0,14,23,263,1.0,,1.0,,0,,en,1.0
0,8,1,1002,1.0,,1.0,,0,,en,1.0
0,30,56,614,1.0,,1.0,,0,,en,1.0
39704,4941,77869,420,,,1.0,,34,1.0,en,0.0
0,16,62,630,1.0,,1.0,,0,,en,1.0
831,138,3516,416,,,1.0,43200.0,7,,en,0.0
1781,252,701,376,1.0,,1.0,,0,1.0,en,0.0
0,0,5,31,1.0,,1.0,,0,,en,1.0
105,599,4059,585,,,1.0,7200.0,8,,en,0.0
2472,609,21694,403,,,,28800.0,1,1.0,en,0.0
0,19,22,247,1.0,,1.0,,0,,en,1.0
5,120,2064,969,,,1.0,-18000.0,2,,en,0.0
20,8,170,324,1.0,,1.0,,0,,en,1.0
0,6,16,202,1.0,,1.0,,0,,en,1.0
357,766,84759,1099,,,1.0,-18000.0,23,,en,0.0
815,3,177,32,,,,3600.0,0,,en,0.0
3568,13095,28583,7672,,,,-25200.0,664,,en,0.0
0,12,24,233,1.0,,1.0,,0,,en,1.0
1,13,24,269,1.0,,1.0,,0,,en,1.0
617,54,1178,156,1.0,,1.0,,2,,en,0.0
7841,1471,6641,1977,,,1.0,-25200.0,52,1.0,en,0.0
555,79,3446,116,,,1.0,-25200.0,0,,en,0.0
0,5,12,191,1.0,,1.0,,0,,en,1.0
43,380,23657,333,,,1.0,-14400.0,1,1.0,en,0.0
0,13,24,206,1.0,,1.0,,0,,en,1.0
0,11,23,231,1.0,,1.0,,0,,en,1.0
0,18,24,243,1.0,,1.0,,0,,en,1.0
30,183,16975,300,1.0,,1.0,14400.0,1,1.0,en,0.0
0,16,27,310,1.0,,1.0,,0,,en,1.0
1451,341,1926,294,1.0,,1.0,,0,1.0,en,0.0
0,17,26,313,1.0,,1.0,,0,,en,1.0
0,13,28,241,1.0,,1.0,,0,,en,1.0
1,54,136,674,,,1.0,0.0,0,,pt,1.0
2,492,1513,2004,,,1.0,-18000.0,0,,en,1.0
0,12,31,201,1.0,,1.0,,0,,en,1.0
18896,992,28337,1064,,,1.0,-14400.0,1,1.0,en,0.0
0,17,43,523,1.0,,1.0,,0,,en,1.0
0,0,3,39,1.0,,1.0,,0,,en,1.0
1,13,19,267,1.0,,1.0,,0,,en,1.0
0,13,32,374,1.0,,1.0,,0,,en,1.0
0,5,0,569,1.0,,1.0,,0,,en,1.0
2791,282,16484,306,,,1.0,28800.0,2,1.0,en,0.0
0,4,24,406,1.0,,1.0,,0,,en,1.0
129,15,66,49,1.0,,1.0,,0,1.0,en,0.0
5,101,612,208,,,1.0,28800.0,0,1.0,en,0.0
81,72,471,229,1.0,,1.0,,0,,en,0.0
1203,168,2007,133,,,,3600.0,0,1.0,en,0.0
18862,11066,50769,879,1.0,,1.0,-14400.0,45,1.0,en,0.0
0,20,72,702,1.0,,1.0,,0,,en,1.0
5131,324,7410,292,,,,,1,1.0,en,0.0
3930,321,5191,226,,,1.0,3600.0,0,1.0,en,0.0
0,8,22,199,1.0,,1.0,,0,,en,1.0
361,112,1157,106,1.0,,1.0,,0,1.0,en,0.0
0,16,24,221,1.0,,1.0,,0,,en,1.0
1555,259,3449,147,,,1.0,28800.0,10,,en,0.0
873,123,1889,340,,,,3600.0,0,1.0,en,0.0
7889,2970,25636,251,1.0,,1.0,-25200.0,4,1.0,en,0.0
333,41,562,128,,,,-10800.0,0,,en,0.0
1828,3138,21918,1247,,,1.0,-25200.0,19,,en,0.0
0,9,22,225,1.0,,1.0,,0,,en,1.0
0,8,17,199,1.0,,1.0,,0,,en,1.0
0,8,20,209,1.0,,1.0,,0,,en,1.0
0,17,31,322,1.0,,1.0,,0,,en,1.0
14178,879,16666,779,1.0,,1.0,,2,1.0,en,0.0
2734,217,3849,2001,1.0,,1.0,,9,,en,0.0
804,388,16557,177,,,1.0,-25200.0,15,,en,0.0
0,23,60,501,1.0,,1.0,,0,,en,1.0
0,7,19,164,1.0,,1.0,,0,,en,1.0
538,7665,20641,2576,,,1.0,-18000.0,23,,es,0.0
0,3,0,407,1.0,,1.0,-25200.0,0,,es,1.0
0,11,30,216,1.0,,1.0,,0,,en,1.0
0,19,23,310,1.0,,1.0,,0,,en,1.0
0,19,28,224,1.0,,1.0,,0,,en,1.0
4688,385,15809,353,,,1.0,,5,1.0,fr,0.0
990,1470,9258,1901,,,1.0,,0,1.0,en,0.0
0,21,43,535,1.0,,1.0,,0,,en,1.0
0,9,19,235,1.0,,1.0,,0,,en,1.0
12004,720,106335,530,,,1.0,32400.0,65,1.0,en,0.0
0,8,22,200,1.0,,1.0,,0,,en,1.0
748,156,16430,248,,,1.0,28800.0,0,1.0,en,0.0
0,7,23,204,1.0,,1.0,,0,,en,1.0
1086,285,2156,225,1.0,,1.0,,13,1.0,en,0.0
1962,120,1114,177,,,,,0,1.0,en,0.0
0,0,3,48,1.0,,1.0,,0,,en,1.0
4432,792,18819,678,1.0,,1.0,,3,1.0,en,0.0
0,10,23,213,1.0,,1.0,,0,,en,1.0
6631,482,2187,240,1.0,,1.0,,0,,en,0.0
0,25,34,328,1.0,,1.0,,0,,en,1.0
0,6,19,227,1.0,,1.0,,0,,en,1.0
41,34,231,219,,,1.0,,0,,fr,0.0
1862,332,59052,833,,,1.0,43200.0,45,,en,0.0
1287,133,1703,215,,,,32400.0,0,1.0,en,0.0
182,794,15926,645,,,1.0,-36000.0,5,1.0,en,0.0
147,195,487,863,,,1.0,-18000.0,1,1.0,en,0.0
0,9,21,278,1.0,,1.0,,0,,en,1.0
3,71,409,66,1.0,,1.0,7200.0,4,,en,0.0
814,10011,12042,1812,,,1.0,-25200.0,10,1.0,en,0.0
146,72,133,460,1.0,,1.0,,0,,en,0.0
14566,3975,84919,1803,,,1.0,-25200.0,153,1.0,en,0.0
0,4,16,181,1.0,,1.0,,0,,en,1.0
0,13,24,270,1.0,,1.0,,0,,en,1.0
23322,344,38417,335,,,1.0,-25200.0,4,1.0,en,0.0
827,1867,8147,456,1.0,,1.0,19800.0,24,1.0,en,0.0
0,3,111,699,1.0,,1.0,,1,,en,1.0
0,9,100,564,,,1.0,-14400.0,0,,pt,1.0
0,2,3,44,1.0,,1.0,,0,,en,1.0
696,7184,13900,1649,,,1.0,,314,1.0,en,0.0
0,6,6,591,1.0,,1.0,,0,,es,1.0
0,25,64,626,1.0,,1.0,,0,,en,1.0
3334,268,5918,160,1.0,,1.0,,0,1.0,en,0.0
0,6,19,216,1.0,,1.0,,0,,en,1.0
0,7,18,202,1.0,,1.0,,0,,en,1.0
1746,256,3940,206,,,1.0,28800.0,0,,en,0.0
25143,1340,44397,1725,,,1.0,-25200.0,26,1.0,en,0.0
0,15,29,270,1.0,,1.0,,0,,en,1.0
59,204,13837,467,,,1.0,,6,,en,0.0
0,19,6,551,1.0,,1.0,,0,,en,1.0
0,12,18,255,1.0,,1.0,,0,,en,1.0
0,7,5,406,1.0,,1.0,,0,,es,1.0
28,15,8485,9,1.0,,1.0,-25200.0,2,,en,0.0
4435,263,4535,91,1.0,,1.0,,1,,en,0.0
0,7,29,524,1.0,,1.0,,0,,en,1.0
57,47,274,51,1.0,,1.0,,0,,en,0.0
3,57,390,285,,,1.0,-10800.0,4,,en,1.0
7213,1227,18273,871,,,1.0,,40,1.0,en,0.0
1015,120,327,124,1.0,,1.0,,0,,en,0.0
9556,647,9346,672,1.0,,1.0,,0,,en,0.0
7793,340,20275,301,1.0,,1.0,,1,1.0,en,0.0
0,1,3,28,1.0,,1.0,,0,,en,1.0
0,18,39,305,1.0,,1.0,,0,,en,1.0
287,231,81721,92,,,1.0,25200.0,1,1.0,en,0.0
6,140,21,755,1.0,,1.0,0.0,0,1.0,en,1.0
66,54,934,154,,,1.0,-25200.0,6,,en,0.0
585,201,1491,385,,,1.0,-18000.0,0,1.0,en,0.0
0,5,17,268,1.0,,1.0,,0,,en,1.0
2,8,22,186,1.0,,1.0,,0,,en,1.0
686,304,8254,304,,,1.0,-28800.0,2,1.0,en,0.0
1042,272,13138,283,,,1.0,-25200.0,0,1.0,en,0.0
157,44,810,70,,,1.0,32400.0,3,,en,0.0
1278,139,2177,133,1.0,,1.0,,0,,en,0.0
0,490,334636,262,1.0,,1.0,32400.0,9,,ja,0.0
0,6,18,198,1.0,,1.0,,0,,en,1.0
0,5,20,204,1.0,,1.0,,0,,en,1.0
18436,1540,21182,674,,,1.0,-25200.0,6,1.0,en,0.0
1,8,4,568,1.0,,1.0,,1,,en,1.0
0,19,23,319,1.0,,1.0,,0,,en,1.0
0,22,31,285,1.0,,1.0,,0,,en,1.0
934,1330,53800,729,,,1.0,-25200.0,6,,en,0.0
0,7,20,204,1.0,,1.0,,0,,en,1.0
3617,216,641,389,,,1.0,-25200.0,0,1.0,en,0.0
0,17,50,519,1.0,,1.0,,0,,en,1.0
0,10,18,195,1.0,,1.0,,0,,en,1.0
111,127,10370,209,,,1.0,-28800.0,4,1.0,en,0.0
0,15,56,28,,,1.0,43200.0,0,1.0,en,0.0
94,696,12778,2000,,,1.0,32400.0,5,1.0,ja,0.0
0,8,108,441,1.0,,1.0,-10800.0,0,,es,1.0
1668,223,2582,495,1.0,,1.0,-16200.0,3,,es,0.0
12,2,56,554,1.0,,1.0,,0,,ru,1.0
17380,1285,41561,715,,,1.0,28800.0,1,1.0,en,0.0
0,11,22,257,1.0,,1.0,,0,,en,1.0
1300,212,1087,219,1.0,,1.0,-25200.0,0,,en,0.0
0,6,19,206,1.0,,1.0,,0,,en,1.0
0,27,66,653,1.0,,1.0,,0,,en,1.0
996,338,9374,149,,,1.0,32400.0,1,1.0,en,0.0
0,12,21,211,1.0,,1.0,,0,,en,1.0
3910,2213,159099,828,,,1.0,-18000.0,7,1.0,en,0.0
1012,382,2111,645,,,1.0,-18000.0,3,1.0,en,0.0
6524,1334,19446,1188,,,,-14400.0,11,1.0,en,0.0
646,336,6900,334,,,1.0,-18000.0,5,1.0,en,0.0
236,73,460,473,,,1.0,3600.0,2,1.0,en,0.0
2027,139,4605,138,1.0,,1.0,,3,1.0,en,0.0
0,15,17,258,1.0,,1.0,,0,,en,1.0
1566,1151,5529,1125,,,1.0,-25200.0,25,,en,0.0
0,10,21,206,1.0,,1.0,,0,,en,1.0
0,7,22,182,1.0,,1.0,,0,,en,1.0
652,146,4836,137,1.0,,1.0,-18000.0,0,1.0,en,0.0
371,474,3588,255,,,1.0,7200.0,9,1.0,es,0.0
0,13,20,186,1.0,,1.0,,0,,en,1.0
16715,1953,17447,1199,,,1.0,-25200.0,15,1.0,en,0.0
0,21,26,281,1.0,,1.0,,0,,en,1.0
897,172,2060,155,,,1.0,,0,1.0,en-gb,0.0
5055,266,1727,386,,,1.0,-25200.0,2,1.0,en,0.0
750,847,56379,932,,,,-14400.0,9,1.0,en,0.0
0,14,34,251,1.0,,1.0,,0,,en,1.0
0,17,26,333,1.0,,1.0,,0,,en,1.0
1,22,10,397,1.0,,1.0,,2,,es,1.0
0,11,12,191,1.0,,1.0,,0,,en,1.0
1993,54,15934,48,1.0,,1.0,-25200.0,2,,en,0.0
5456,389,11452,297,1.0,,1.0,,0,1.0,en,0.0
0,11,20,209,1.0,,1.0,,0,,en,1.0
60,2546,74334,1224,,,1.0,28800.0,67,1.0,en,0.0
0,9,25,255,1.0,,1.0,,0,,en,1.0
1,37,617,259,1.0,,1.0,,0,1.0,en,0.0
64,13,144,13,1.0,,1.0,,0,1.0,en,0.0
1595,26510,8922,581,,,1.0,-36000.0,26,,en,0.0
1034,5248,41152,1780,,,1.0,28800.0,27,1.0,en,0.0
7538,1145,15871,897,,,1.0,7200.0,7,1.0,en,0.0
0,12,17,256,1.0,,1.0,,0,,en,1.0
3804,7065,45825,1822,,,,-14400.0,596,,en,0.0
15361,467,15613,338,,,1.0,,0,,en,0.0
10413,566,32685,358,,,,-28800.0,2,1.0,en,0.0
294,1734,4871,511,,,1.0,,38,,en,0.0
2,5,38,441,,,1.0,,1,,es,1.0
0,21,44,557,1.0,,1.0,,0,,en,1.0
8251,313,9053,175,1.0,,1.0,-25200.0,0,1.0,en,0.0
0,19,64,556,1.0,,1.0,,0,,en,1.0
2095,88,5589,131,,,1.0,-25200.0,0,,en,0.0
0,0,3,15,1.0,,1.0,,0,,en,1.0
0,10,33,266,1.0,,1.0,,0,,en,1.0
0,24,39,526,1.0,,1.0,,0,,en,1.0
2747,400,11604,288,,,1.0,,2,1.0,en,0.0
24,15,24,49,1.0,,1.0,,0,,en,0.0
0,14,25,246,1.0,,1.0,,0,,en,1.0
0,11,22,205,1.0,,1.0,,0,,en,1.0
946,214,220719,186,,,,-14400.0,2,1.0,en,0.0
0,16,52,699,1.0,,1.0,,0,,en,1.0
0,8,0,590,1.0,,1.0,,0,,fr,1.0
0,11,20,225,1.0,,1.0,,0,,en,1.0
6298,58,1063,92,,,1.0,,0,,en,0.0
0,33,155,718,,,1.0,-14400.0,0,,es,1.0
0,20,63,572,1.0,,1.0,,0,,en,1.0
